SalespersonID,Year,Month,SalesTarget
S28,2024,6,410868
S29,2024,6,433269
S30,2024,6,645947
S31,2024,6,641815
S32,2024,6,834882
S33,2024,6,869692
S34,2024,6,813391
S35,2024,6,793955
S01,2024,7,593072
S02,2024,7,341928
S03,2024,7,668428
S04,2024,7,360905
S05,2024,7,528525
S06,2024,7,368287
S07,2024,7,656978
S08,2024,7,369507
S09,2024,7,518101
S10,2024,7,625417
S11,2024,7,697667
S12,2024,7,691555
S13,2024,7,356504
S14,2024,7,871958
S15,2024,7,735985
S16,2024,7,638917
S17,2024,7,738433
S18,2024,7,889988
S19,2024,7,749661
S20,2024,7,529787
S21,2024,7,872011
S22,2024,7,814208
S23,2024,7,579434
S24,2024,7,607395
S25,2024,7,802602
S26,2024,7,815855
S27,2024,7,382011
S28,2024,7,539570
S29,2024,7,622880
S30,2024,7,390994
S31,2024,7,473372
S32,2024,7,655953
S33,2024,7,549932
S34,2024,7,843827
S35,2024,7,560995
S01,2024,8,576427
S02,2024,8,391511
S03,2024,8,326750
S04,2024,8,744525
S05,2024,8,686551
S06,2024,8,781008
S07,2024,8,441915
S08,2024,8,767177
S09,2024,8,742059
S10,2024,8,701020
S11,2024,8,684496
S12,2024,8,742296
S13,2024,8,464626
S14,2024,8,344696
S15,2024,8,741446
S16,2024,8,823064
S17,2024,8,351650
S18,2024,8,547789
S19,2024,8,544419
S20,2024,8,524396
S21,2024,8,694114
S22,2024,8,762002
S23,2024,8,810649
S24,2024,8,776207
S25,2024,8,568354
S26,2024,8,626519
S27,2024,8,399571
S28,2024,8,335097
S29,2024,8,885820
S30,2024,8,564164
S31,2024,8,512832
S32,2024,8,791908
S33,2024,8,427930
S34,2024,8,417410
S35,2024,8,845020
S01,2024,9,495045
S02,2024,9,357639
S03,2024,9,312837
S04,2024,9,528417
S05,2024,9,588738
S06,2024,9,336881
S07,2024,9,557436
S08,2024,9,651620
S09,2024,9,835971
S10,2024,9,492074
S11,2024,9,800542
S12,2024,9,418859
S13,2024,9,809218
S14,2024,9,507720
S15,2024,9,441777
S16,2024,9,355552
S17,2024,9,521422
S18,2024,9,383607
S19,2024,9,311287
S20,2024,9,758377
S21,2024,9,716684
S22,2024,9,713733
S23,2024,9,595108
S24,2024,9,756745
S25,2024,9,677108
S26,2024,9,401128
S27,2024,9,825923
S28,2024,9,579738
S29,2024,9,797958
S30,2024,9,833488
S31,2024,9,832898
S32,2024,9,822590
S33,2024,9,789688
S34,2024,9,851501
S35,2024,9,875780
S01,2024,10,836862
S02,2024,10,619355
S03,2024,10,666641
S04,2024,10,824886
S05,2024,10,815480
S06,2024,10,672788
S07,2024,10,787842
S08,2024,10,800264
S09,2024,10,389445
S10,2024,10,403760
S11,2024,10,606470
S12,2024,10,390810
S13,2024,10,780356
S14,2024,10,607975
S15,2024,10,736979
S16,2024,10,370292
S17,2024,10,356791
S18,2024,10,693818
S19,2024,10,485513
S20,2024,10,536246
S21,2024,10,898808
S22,2024,10,671563
S23,2024,10,401118
S24,2024,10,321759
S25,2024,10,865087
S26,2024,10,514139
S27,2024,10,439352
S28,2024,10,817130
S29,2024,10,841846
S30,2024,10,717028
S31,2024,10,711547
S32,2024,10,845494
S33,2024,10,746335
S34,2024,10,868326
S35,2024,10,899053
S01,2024,11,850663
S02,2024,11,616324
S03,2024,11,453197
S04,2024,11,318602
S05,2024,11,321889
S06,2024,11,540099
S07,2024,11,496382
S08,2024,11,703980
S09,2024,11,647035
S10,2024,11,363407
S11,2024,11,539403
S12,2024,11,352113
S13,2024,11,632244
S14,2024,11,446601
S15,2024,11,574231
S16,2024,11,398337
S17,2024,11,401334
S18,2024,11,585822
S19,2024,11,476579
S20,2024,11,341247
S21,2024,11,764498
S22,2024,11,726774
S23,2024,11,692082
S24,2024,11,399811
S25,2024,11,533785
S26,2024,11,526494
S27,2024,11,653694
S28,2024,11,486417
S29,2024,11,890192
S30,2024,11,595942
S31,2024,11,691708
S32,2024,11,799527
S33,2024,11,758482
S34,2024,11,355621
S35,2024,11,560789
S01,2024,12,897390
S02,2024,12,737865
S03,2024,12,374087
S04,2024,12,331746
S05,2024,12,866170
S06,2024,12,583612
S07,2024,12,894786
S08,2024,12,472581
S09,2024,12,801065
S10,2024,12,356347
S11,2024,12,615645
S12,2024,12,632754
S13,2024,12,516014
S14,2024,12,846841
S15,2024,12,744762
S16,2024,12,869110
S17,2024,12,765798
S18,2024,12,717785
S19,2024,12,373253
S20,2024,12,450447
S21,2024,12,895379
S22,2024,12,770437
S23,2024,12,731149
S24,2024,12,814760
S25,2024,12,695050
S26,2024,12,459739
S27,2024,12,419049
S28,2024,12,505689
S29,2024,12,651557
S30,2024,12,614595
S31,2024,12,636452
S32,2024,12,723652
S33,2024,12,371560
S34,2024,12,594381
S35,2024,12,537690
S01,2025,1,426345
S02,2025,1,661180
S03,2025,1,506966
S04,2025,1,836986
S05,2025,1,500455
S06,2025,1,618945
S07,2025,1,885600
S08,2025,1,680288
S09,2025,1,556927
S10,2025,1,369611
S11,2025,1,486911
S12,2025,1,352977
S13,2025,1,333434
S14,2025,1,845053
S15,2025,1,647887
S16,2025,1,344611
S17,2025,1,626959
S18,2025,1,350051
S19,2025,1,330971
S20,2025,1,483888
S21,2025,1,593252
S22,2025,1,409053
S23,2025,1,773079
S24,2025,1,333567
S25,2025,1,525365
S26,2025,1,724099
S27,2025,1,563746
S28,2025,1,492229
S29,2025,1,555484
S30,2025,1,814768
S31,2025,1,560309
S32,2025,1,528305
S33,2025,1,381394
S34,2025,1,514493
S35,2025,1,613461
S01,2025,2,456346
S02,2025,2,626444
S03,2025,2,365647
S04,2025,2,606556
S05,2025,2,761192
S06,2025,2,429935
S07,2025,2,837474
S08,2025,2,805777
S09,2025,2,712644
S10,2025,2,470340
S11,2025,2,378493
S12,2025,2,803657
S13,2025,2,791836
S14,2025,2,608624
S15,2025,2,447964
S16,2025,2,486285
S17,2025,2,403333
S18,2025,2,336766
S19,2025,2,408649
S20,2025,2,819057
S21,2025,2,442381
S22,2025,2,819810
S23,2025,2,580563
S24,2025,2,868309
S25,2025,2,439860
S26,2025,2,384837
S27,2025,2,657200
S28,2025,2,391115
S29,2025,2,803467
S30,2025,2,653459
S31,2025,2,320746
S32,2025,2,814155
S33,2025,2,894995
S34,2025,2,742321
S35,2025,2,547405
S01,2025,3,384072
S02,2025,3,535837
S03,2025,3,450755
S04,2025,3,587162
S05,2025,3,363299
S06,2025,3,587772
S07,2025,3,708404
S08,2025,3,384195
S09,2025,3,740135
S10,2025,3,634481
S11,2025,3,396536
S12,2025,3,715650
S13,2025,3,711218
S14,2025,3,480040
S15,2025,3,804809
S16,2025,3,396370
S17,2025,3,589775
S18,2025,3,667945
S19,2025,3,807758
S20,2025,3,354017
S21,2025,3,744714
S22,2025,3,631784
S23,2025,3,857096
S24,2025,3,754547
S25,2025,3,832091
S26,2025,3,757048
S27,2025,3,470822
S28,2025,3,524583
S29,2025,3,763156
S30,2025,3,836366
S31,2025,3,690107
S32,2025,3,770345
S33,2025,3,784955
S34,2025,3,401218
S35,2025,3,785603
S01,2025,4,428951
S02,2025,4,486578
S03,2025,4,369032
S04,2025,4,898459
S05,2025,4,504440
S06,2025,4,390585
S07,2025,4,816585
S08,2025,4,698127
S09,2025,4,801508
S10,2025,4,301091
S11,2025,4,813233
S12,2025,4,311857
S13,2025,4,301514
S14,2025,4,433124
S15,2025,4,479582
S16,2025,4,759857
S17,2025,4,744484
S18,2025,4,468638
S19,2025,4,590086
S20,2025,4,620952
S21,2025,4,653195
S22,2025,4,491929
S23,2025,4,763947
S24,2025,4,830340
S25,2025,4,604318
S26,2025,4,505472
S27,2025,4,300081
S28,2025,4,311144
S29,2025,4,530072
S30,2025,4,871577
S31,2025,4,821119
S32,2025,4,825034
S33,2025,4,341930
S34,2025,4,740448
S35,2025,4,600775
S01,2025,5,744212
S02,2025,5,657025
S03,2025,5,891433
S04,2025,5,622454
S05,2025,5,391938
S06,2025,5,866771
S07,2025,5,734751
S08,2025,5,869165
S09,2025,5,618796
S10,2025,5,836034
S11,2025,5,810200
S12,2025,5,584941
S13,2025,5,502805
S14,2025,5,487082
S15,2025,5,308083
S16,2025,5,519697
S17,2025,5,448079
S18,2025,5,474970
S19,2025,5,696453
S20,2025,5,879766
S21,2025,5,722219
S22,2025,5,825553
S23,2025,5,793678
S24,2025,5,326878
S25,2025,5,517072
S26,2025,5,793289
S27,2025,5,684878
S28,2025,5,690234
S29,2025,5,814975
S30,2025,5,857105
S31,2025,5,685917
S32,2025,5,600885
S33,2025,5,643596
S34,2025,5,807627
S35,2025,5,705297
S01,2025,6,640050
S02,2025,6,524776
S03,2025,6,304463
S04,2025,6,450273
S05,2025,6,573322
S06,2025,6,738881
S07,2025,6,601853
S08,2025,6,515087
S09,2025,6,318943
S10,2025,6,829813
S11,2025,6,417046
S12,2025,6,533307
S13,2025,6,435230
S14,2025,6,457386
S15,2025,6,481722
S16,2025,6,662819
S17,2025,6,782863
S18,2025,6,688646
S19,2025,6,319984
S20,2025,6,571250
S21,2025,6,379718
S22,2025,6,444833
S23,2025,6,471575
S24,2025,6,742040
S25,2025,6,712336
S26,2025,6,620768
S27,2025,6,550117
S28,2025,6,691592
S29,2025,6,303170
S30,2025,6,899780
S31,2025,6,594907
S32,2025,6,630511
S33,2025,6,687834
S34,2025,6,765073
S35,2025,6,543704
S01,2025,7,402807
S02,2025,7,600385
S03,2025,7,897803
S04,2025,7,458011
S05,2025,7,744541
S06,2025,7,742380
S07,2025,7,485928
S08,2025,7,452555
S09,2025,7,565537
S10,2025,7,815178
S11,2025,7,759688
S12,2025,7,749283
S13,2025,7,302559
S14,2025,7,511219
S15,2025,7,882415
S16,2025,7,459615
S17,2025,7,826715
S18,2025,7,362273
S19,2025,7,804664
S20,2025,7,373680
S21,2025,7,363818
S22,2025,7,351334
S23,2025,7,451506
S24,2025,7,567457
S25,2025,7,631481
S26,2025,7,851150
S27,2025,7,853834
S28,2025,7,749393
S29,2025,7,586088
S30,2025,7,418704
S31,2025,7,782160
S32,2025,7,550912
S33,2025,7,708044
S34,2025,7,801572
S35,2025,7,556494
S01,2025,8,534715
S02,2025,8,512930
S03,2025,8,557709
S04,2025,8,830026
S05,2025,8,505197
S06,2025,8,505435
S07,2025,8,852580
S08,2025,8,767777
S09,2025,8,750438
S10,2025,8,880822
S11,2025,8,837257
S12,2025,8,520464
S13,2025,8,878499
S14,2025,8,717917
S15,2025,8,847360
S16,2025,8,855033
S17,2025,8,456921
S18,2025,8,662280
S19,2025,8,837631
S20,2025,8,428723
S21,2025,8,769145
S22,2025,8,520613
S23,2025,8,884358
S24,2025,8,754749
S25,2025,8,864681
S26,2025,8,407475
S27,2025,8,697298
S28,2025,8,665525
S29,2025,8,489307
S30,2025,8,448950
S31,2025,8,561593
S32,2025,8,648778
S33,2025,8,338949
S34,2025,8,815013
S35,2025,8,547072
S01,2025,9,803235
S02,2025,9,869817
S03,2025,9,814314
S04,2025,9,544154
S05,2025,9,677392
S06,2025,9,439533
S07,2025,9,419544
S08,2025,9,848163
S09,2025,9,326283
S10,2025,9,695208
S11,2025,9,841499
S12,2025,9,568070
S13,2025,9,723493
S14,2025,9,331961
S15,2025,9,506538
S16,2025,9,518745
S17,2025,9,603369
S18,2025,9,485083
S19,2025,9,667912
S20,2025,9,360307
S21,2025,9,867471
S22,2025,9,713779
S23,2025,9,786222
S24,2025,9,461446
S25,2025,9,461754
S26,2025,9,728160
S27,2025,9,754998
S28,2025,9,494091
S29,2025,9,860575
S30,2025,9,392459
S31,2025,9,359326
S32,2025,9,771359
S33,2025,9,723791
S34,2025,9,761758
S35,2025,9,779102
S01,2025,10,765857
S02,2025,10,864445
S03,2025,10,733387
S04,2025,10,764668
S05,2025,10,540040
S06,2025,10,805571
S07,2025,10,378890
S08,2025,10,858654
S09,2025,10,370894
S10,2025,10,347612
S11,2025,10,676315
S12,2025,10,759116
S13,2025,10,577631
S14,2025,10,751101
S15,2025,10,825732
S16,2025,10,896144
S17,2025,10,538733
S18,2025,10,527759
S19,2025,10,334604
S20,2025,10,679113
S21,2025,10,526002
S22,2025,10,809511
S23,2025,10,594261
S24,2025,10,344987
S25,2025,10,745085
S26,2025,10,465498
S27,2025,10,568737
S28,2025,10,447100
S29,2025,10,706757
S30,2025,10,423049
S31,2025,10,358020
S32,2025,10,546818
S33,2025,10,553349
S34,2025,10,458781
S35,2025,10,593239
S01,2025,11,883117
S02,2025,11,795173
S03,2025,11,822293
S04,2025,11,496928
S05,2025,11,708454
S06,2025,11,667194
S07,2025,11,413955
S08,2025,11,853807
S09,2025,11,862609
S10,2025,11,587041
S11,2025,11,416423
S12,2025,11,862583
S13,2025,11,728717
S14,2025,11,712566
S15,2025,11,384999
S16,2025,11,521747
S17,2025,11,448091
S18,2025,11,615774
S19,2025,11,322479
S20,2025,11,719657
S21,2025,11,549789
S22,2025,11,682027
S23,2025,11,795507
S24,2025,11,491351
S25,2025,11,577252
S26,2025,11,789796
S27,2025,11,722529
S28,2025,11,513797
S29,2025,11,877484
S30,2025,11,665156
S31,2025,11,798912
S32,2025,11,454584
S33,2025,11,716010
S34,2025,11,848821
S35,2025,11,638482
S01,2025,12,336197
S02,2025,12,311791
S03,2025,12,787666
S04,2025,12,446665
S05,2025,12,879606
S06,2025,12,613589
S07,2025,12,537629
S08,2025,12,832804
S09,2025,12,672149
S10,2025,12,850157
S11,2025,12,308691
S12,2025,12,328328
S13,2025,12,835780
S14,2025,12,749561
S15,2025,12,754756
S16,2025,12,896056
S17,2025,12,468869
S18,2025,12,580751
S19,2025,12,628219
S20,2025,12,317213
S21,2025,12,642604
S22,2025,12,367943
S23,2025,12,580266
S24,2025,12,330097
S25,2025,12,625540
S26,2025,12,827664
S27,2025,12,789859
S28,2025,12,534344
S29,2025,12,661486
S30,2025,12,811468
S31,2025,12,692909
S32,2025,12,586488
S33,2025,12,536642
S34,2025,12,601042
S35,2025,12,637215
S01,2026,1,546258
S02,2026,1,700244
S03,2026,1,607943
S04,2026,1,892797
S05,2026,1,710781
S06,2026,1,405204
S07,2026,1,364485
S08,2026,1,810994
S09,2026,1,823731
S10,2026,1,766227
S11,2026,1,778700
S12,2026,1,449337
S13,2026,1,456760
S14,2026,1,468509
S15,2026,1,448253
S16,2026,1,750132
S17,2026,1,622411
S18,2026,1,697266
S19,2026,1,388681
S20,2026,1,639479
S21,2026,1,553712
S22,2026,1,548452
S23,2026,1,335799
S24,2026,1,310986
S25,2026,1,454937
S26,2026,1,820909
S27,2026,1,311648
S28,2026,1,442408
S29,2026,1,782569
S30,2026,1,680967
S31,2026,1,362793
S32,2026,1,799388
S33,2026,1,739850
S34,2026,1,793218
S35,2026,1,758119
S01,2026,2,890350
S02,2026,2,555052
S03,2026,2,863633
S04,2026,2,340580
S05,2026,2,634687
S06,2026,2,413530
S07,2026,2,564392
S08,2026,2,675752
S09,2026,2,551993
S10,2026,2,881004
S11,2026,2,695668
S12,2026,2,310244
S13,2026,2,422700
S14,2026,2,755960
S15,2026,2,840773
S16,2026,2,373791
S17,2026,2,462470
S18,2026,2,339302
S19,2026,2,822147
S20,2026,2,658655
S21,2026,2,306706
S22,2026,2,357318
S23,2026,2,326526
S24,2026,2,722096
S25,2026,2,384806
S26,2026,2,664884
S27,2026,2,683724
S28,2026,2,855475
S29,2026,2,663217
S30,2026,2,895989
S31,2026,2,529683
S32,2026,2,464391
S33,2026,2,450628
S34,2026,2,570912
S35,2026,2,568579
S01,2026,3,634305
S02,2026,3,673211
S03,2026,3,757314
S04,2026,3,655172
S05,2026,3,491614
S06,2026,3,522431
S07,2026,3,490314
S08,2026,3,433346
S09,2026,3,400575
S10,2026,3,618460
S11,2026,3,862123
S12,2026,3,624157
S13,2026,3,593223
S14,2026,3,387997
S15,2026,3,498742
S16,2026,3,899586
S17,2026,3,691768
S18,2026,3,389542
S19,2026,3,768944
S20,2026,3,721555
S21,2026,3,891406
S22,2026,3,508745
S23,2026,3,518742
S24,2026,3,354311
S25,2026,3,550052
S26,2026,3,878428
S27,2026,3,382980
S28,2026,3,632221
S29,2026,3,755031
S30,2026,3,643039
S31,2026,3,343612
S32,2026,3,805019
S33,2026,3,313904
S34,2026,3,666190
S35,2026,3,756502
S01,2026,4,687273
S02,2026,4,368331
S03,2026,4,313651
S04,2026,4,752336
S05,2026,4,518804
S06,2026,4,731177
S07,2026,4,417412
S08,2026,4,366796
S09,2026,4,446988
S10,2026,4,844101
S11,2026,4,808226
S12,2026,4,605417
S13,2026,4,343029
S14,2026,4,826899
S15,2026,4,418566
S16,2026,4,366947
S17,2026,4,775400
S18,2026,4,500013
S19,2026,4,326077
S20,2026,4,694008
S21,2026,4,540335
S22,2026,4,856130
S23,2026,4,452321
S24,2026,4,372613
S25,2026,4,588772
S26,2026,4,629221
S27,2026,4,438764
S28,2026,4,871710
S29,2026,4,762217
S30,2026,4,844676
S31,2026,4,892547
S32,2026,4,715785
S33,2026,4,441512
S34,2026,4,829859
S35,2026,4,545961
S01,2026,5,307806
S02,2026,5,496181
S03,2026,5,879333
S04,2026,5,600834
S05,2026,5,359147
S06,2026,5,678135
S07,2026,5,451527
S08,2026,5,378347
S09,2026,5,826865
S10,2026,5,676620
S11,2026,5,349634
S12,2026,5,635983
S13,2026,5,701945
S14,2026,5,354722
S15,2026,5,886817
S16,2026,5,499001
S17,2026,5,412024
S18,2026,5,898690
S19,2026,5,400608
S20,2026,5,457044
S21,2026,5,728232
S22,2026,5,355968
S23,2026,5,575433
S24,2026,5,872839
S25,2026,5,671075
S26,2026,5,853954
S27,2026,5,894812
S28,2026,5,741490
S29,2026,5,641782
S30,2026,5,576241
S31,2026,5,878417
S32,2026,5,371263
S33,2026,5,874545
S34,2026,5,585025
S35,2026,5,585569
S01,2026,6,316202
S02,2026,6,553558
S03,2026,6,870019
S04,2026,6,748653
S05,2026,6,670366
S06,2026,6,622805
S07,2026,6,781354
S08,2026,6,372754
S09,2026,6,495818
S10,2026,6,823847
S11,2026,6,353942
S12,2026,6,690865
S13,2026,6,565801
S14,2026,6,835138
S15,2026,6,779575
S16,2026,6,620920
S17,2026,6,855209
S18,2026,6,794849
S19,2026,6,338727
S20,2026,6,652586
S21,2026,6,718497
S22,2026,6,699049
S23,2026,6,460616
S24,2026,6,535970
S25,2026,6,328782
S26,2026,6,349595
S27,2026,6,689568
S28,2026,6,711562
S29,2026,6,307108
S30,2026,6,623729
S31,2026,6,585438
S32,2026,6,710346
S33,2026,6,413315
S34,2026,6,678233
S35,2026,6,311023
S01,2026,7,402119
S02,2026,7,445257
S03,2026,7,531913
S04,2026,7,650781
S05,2026,7,355191
S06,2026,7,737308
S07,2026,7,713907
S08,2026,7,693189
S09,2026,7,694420
S10,2026,7,753787
S11,2026,7,357980
S12,2026,7,677571
S13,2026,7,330507
S14,2026,7,665855
S15,2026,7,321831
S16,2026,7,836162
S17,2026,7,678300
S18,2026,7,690712
S19,2026,7,780004
S20,2026,7,748999
S21,2026,7,645850
S22,2026,7,808244
S23,2026,7,863952
S24,2026,7,523095
S25,2026,7,799433
S26,2026,7,560728
S27,2026,7,400893
S28,2026,7,623362
S29,2026,7,811195
S30,2026,7,579500
S31,2026,7,536717
S32,2026,7,784095
S33,2026,7,459346
S34,2026,7,894490
S35,2026,7,343691
S01,2026,8,499957
S02,2026,8,641423
S03,2026,8,459809
S04,2026,8,386663
S05,2026,8,894040
S06,2026,8,706432
S07,2026,8,319167
S08,2026,8,430809
S09,2026,8,328213
S10,2026,8,444793
S11,2026,8,777698
S12,2026,8,743114
S13,2026,8,585202
S14,2026,8,821236
S15,2026,8,374707
S16,2026,8,623466
S17,2026,8,496389
S18,2026,8,563364
S19,2026,8,538947
S20,2026,8,476514
S21,2026,8,384577
S22,2026,8,405602
S23,2026,8,377877
S24,2026,8,351571
S25,2026,8,437121
S26,2026,8,758075
S27,2026,8,736764
S28,2026,8,440150
S29,2026,8,545947
S30,2026,8,808518
S31,2026,8,771878
S32,2026,8,501480
S33,2026,8,879039
S34,2026,8,414365
S35,2026,8,529855
S01,2026,9,561439
S02,2026,9,307797
S03,2026,9,863338
S04,2026,9,555188
S05,2026,9,402486
S06,2026,9,575957
S07,2026,9,687967
S08,2026,9,470373
S09,2026,9,562029
S10,2026,9,814608
S11,2026,9,859951
S12,2026,9,313697
S13,2026,9,517354
S14,2026,9,623683
S15,2026,9,704621
S16,2026,9,527402
S17,2026,9,505612
S18,2026,9,489448
S19,2026,9,839988
S20,2026,9,764492
S21,2026,9,577106
S22,2026,9,460861
S23,2026,9,682103
S24,2026,9,737094
S25,2026,9,635429
S26,2026,9,723007
S27,2026,9,879299
S28,2026,9,711761
S29,2026,9,734038
S30,2026,9,857292
S31,2026,9,335727
S32,2026,9,649870
S33,2026,9,880699
S34,2026,9,342714
S35,2026,9,332898
S01,2026,10,352031
S02,2026,10,677809
S03,2026,10,883181
S04,2026,10,666659
S05,2026,10,525674
S06,2026,10,870924
S07,2026,10,421466
S08,2026,10,643541
S09,2026,10,791907
S10,2026,10,690560
S11,2026,10,355717
S12,2026,10,397024
S13,2026,10,629222
S14,2026,10,582652
S15,2026,10,531600
S16,2026,10,869899
S17,2026,10,649197
S18,2026,10,776112
S19,2026,10,866709
S20,2026,10,411710
S21,2026,10,887011
S22,2026,10,351719
S23,2026,10,804245
S24,2026,10,776152
S25,2026,10,587036
S26,2026,10,411806
S27,2026,10,595747
S28,2026,10,856273
S29,2026,10,844858
S30,2026,10,420018
S31,2026,10,664435
S32,2026,10,419695
S33,2026,10,609290
S34,2026,10,584268
S35,2026,10,748461
S01,2026,11,726081
S02,2026,11,397157
S03,2026,11,657695
S04,2026,11,564804
S05,2026,11,415890
S06,2026,11,776204
S07,2026,11,397730
S08,2026,11,337259
S09,2026,11,303910
S10,2026,11,726427
S11,2026,11,681096
S12,2026,11,735186
S13,2026,11,448375
S14,2026,11,714753
S15,2026,11,709876
S16,2026,11,748995
S17,2026,11,862381
S18,2026,11,880161
S19,2026,11,679621
S20,2026,11,604605
S21,2026,11,628940
S22,2026,11,648683
S23,2026,11,546356
S24,2026,11,718428
S25,2026,11,530510
S26,2026,11,821798
S27,2026,11,820388
S28,2026,11,746231
S29,2026,11,754620
S30,2026,11,678092
S31,2026,11,669303
S32,2026,11,347762
S33,2026,11,476878
S34,2026,11,539739
S35,2026,11,588916
S01,2026,12,595250
S02,2026,12,439225
S03,2026,12,544309
S04,2026,12,888299
S05,2026,12,407250
S06,2026,12,748664
S07,2026,12,489797
S08,2026,12,493513
S09,2026,12,699714
S10,2026,12,749881
S11,2026,12,582463
S12,2026,12,835164
S13,2026,12,624770
S14,2026,12,412949
S15,2026,12,852067
S16,2026,12,711125
S17,2026,12,401391
S18,2026,12,627211
S19,2026,12,703625
S20,2026,12,467951
S21,2026,12,875319
S22,2026,12,841826
S23,2026,12,545049
S24,2026,12,723515
S25,2026,12,528509
S26,2026,12,651431
S27,2026,12,863605
S28,2026,12,362709
S29,2026,12,692219
S30,2026,12,516673
S31,2026,12,510516
S32,2026,12,390914
S33,2026,12,678292
S34,2026,12,386051
S35,2026,12,509359
